yearmonth,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
2005-11-01,-0.07329855923514127,0.4158555733997674,1.1669483722430776e-12,-1.0319723385294328e-12,9.193733328891758e-13,0.0,8.025869149070913e-15,0.33049551748488276,0.7716704282642672,1.7198365244420165e-12,1.4564226593401926e-12,0.06266599987638616,0.31419795987583043,6.407947544979918e-13,0.0,1.567438681019523e-13,2.2983706612716114e-12,5.817953653835129e-12,0.0,0.0,0.0,-2.295223551691296e-13,4.455654194126385e-13,-5.332468941778892e-13,1.3306468557225394e-14,0.7964738710620051,0.04462649101740564,0.0,2.2381164792566882e-13,-0.0026572045948766096,0.43910376982181315,0.09128461241361292,1.9286002737308948e-12,2.8131025341191634e-13,0.0,0.0,0.0,1.9042301806562746e-13,0.0,1.004960645408469e-12,2.355705181703721e-13,0.0,0.0,0.0,3.066972452912819e-12,1.768481591637311e-12,0.47907431017653423,3.449959975088557e-12
2005-12-01,0.005638350710395482,-0.029512331015467366,-1.5988708217096711e-12,1.6543068022227549e-12,-1.6542864110903955e-13,-0.0,1.8381829341420476e-15,0.16685210591469812,-0.02958480875134571,-4.991022815848366e-13,7.250859591564906e-13,0.18799799962915845,0.053285034130988784,3.0764524283112546e-13,0.0,1.3789783117473808e-15,-1.355691885249373e-13,1.6642158931858865e-12,-0.0,0.0,-0.0,-3.3648422942270453e-13,2.4088872498280457e-13,4.934523498362555e-13,5.5108865062471196e-14,1.357604941288771,0.01831889909047824,0.0,1.0414997477729143e-13,0.01497697135294089,-0.2771529497734638,-0.08816377096357488,-5.0976218688922326e-14,3.438236430590089e-14,-0.0,-0.0,-0.0,4.078705906004898e-14,-0.0,2.3614562562335184e-13,5.49151316867752e-14,-0.0,0.0,0.0,1.2886438877784956e-14,-2.01956231143767e-13,0.08076772434846882,-5.3349896521988e-13
2006-01-01,0.17366120188018083,0.3049607538264961,-5.607414256232971e-13,-9.65012301296607e-13,1.0218512521602622e-12,0.0,1.4239445264480652e-15,0.2877129262247038,0.30570969043057233,2.1299269341518504e-13,1.9064760132993936e-12,0.12654881528435263,0.29766122514552357,6.344186872890567e-13,-0.0,3.5945367992881727e-13,3.4049935722542394e-12,6.77022977800144e-12,0.0,0.0,0.0,1.1253280520428198e-12,1.1257218193640867e-13,3.995372251900005e-12,7.996434406559033e-14,1.5338813136790872,0.12003699667181793,0.0,2.7632982669634556e-12,0.0365969541930733,0.6377857036955613,-0.004421192054220569,1.5717667429084385e-12,5.136516849336102e-13,0.0,0.0,0.0,-7.556866157137909e-14,0.0,6.614760990472298e-13,3.5463884108001555e-13,0.0,0.0,0.0,-6.894244799614952e-13,2.1833106069596432e-14,1.0787470032843438,-2.027296067835544e-12
2006-02-01,0.18268256301681363,0.037561148565140284,1.4700518455529678e-12,-4.332708291535786e-14,1.49324968080726e-13,0.0,5.773447807234883e-15,0.11872169074699675,0.030817509115985114,2.416036522321502e-13,-1.2438974644150141e-12,0.11438065996854947,-0.026642517065494392,5.068973431103519e-13,0.0,1.2272906974551688e-13,-2.3267456077070633e-12,-1.3331865738328356e-12,0.0,-0.0,0.0,-5.481796055495717e-13,3.841624110836883e-13,4.775345320996022e-12,8.837503645553468e-14,-1.1868660465651661,-0.03966799201547167,-0.0,-1.8015729679561264e-12,0.0026572045948766096,0.5559754956299003,-0.02184589015026634,6.796829158522977e-13,1.854563892863745e-13,-0.0,-0.0,0.0,2.852591860641462e-14,-0.0,1.5295796205148925e-13,8.057640817592249e-14,0.0,0.0,0.0,3.2860419138351637e-13,1.0971135799972206e-12,0.2367711371311278,4.4813913078469924e-13
2006-03-01,0.2965772473668023,0.6170760121415904,2.1217243131692323e-13,4.726590863493585e-14,6.075476642500126e-13,0.0,2.2265314413551566e-15,-0.042782591260179005,0.41418732251883994,-4.259853868303701e-13,-7.063337360748572e-13,-0.054148291155323956,0.1203506805372333,5.116793935170533e-13,-0.0,1.9213764477013506e-13,6.620820834938798e-13,5.5050629273233416e-12,0.0,0.0,0.0,5.548647226904201e-13,2.9835564303425796e-13,2.355837025024704e-12,4.1049200171817955e-14,0.02030408477794219,0.07795862319707281,0.0,8.753029795112791e-13,-0.043964657842503904,0.3038664871010266,0.09856657579703504,1.0237723920025234e-12,2.635981263452401e-13,0.0,0.0,0.0,8.33257096134743e-14,0.0,6.239074767889694e-13,2.006711821451318e-13,0.0,0.0,0.0,-2.2551268036123671e-13,4.235622577501707e-12,0.3640079631595376,3.741606076075425e-12
2006-04-01,0.25823646253611304,0.05723603590878519,7.350259227764839e-13,1.31162896461947e-12,-1.1257931417066498e-12,0.0,-1.3980546259671915e-15,0.1582955876626623,-0.14299324229817093,-3.9419543258929767e-13,-5.000592821768901e-13,-0.1393253783659459,0.2691812931099951,4.782050406701432e-13,0.0,5.883640796788824e-14,-4.2247142470561855e-13,3.4780751773121933e-12,-0.0,0.0,0.0,-2.406642170705437e-13,4.180127874701608e-13,3.5257966286687292e-12,1.3432001279463368e-14,1.063195712008609,0.03698213838942411,0.0,9.284859453550025e-13,0.02234467500237149,0.28049214193940913,0.04759283211308024,3.9931371306322484e-13,-2.010847366981476e-13,-0.0,0.0,0.0,1.7641028611861675e-13,-0.0,4.830251433204924e-14,-1.6525862059010854e-13,-0.0,-0.0,0.0,-4.961278967947208e-13,2.456224432829599e-13,0.11285353265128521,-1.6360634933409654e-13
2006-05-01,0.4059612511484747,0.3112209452540195,2.7430864334545074e-12,-3.7418844335990877e-13,-3.586727174488026e-13,-0.0,7.559850940415182e-15,-0.4449389491058617,-0.6705889983638361,6.3579908482144785e-15,-2.7315738288912624e-12,-0.11438065996854947,-0.20579047664381878,-5.021152927036503e-13,0.0,-3.612923176778138e-13,-2.9446888856346845e-12,-2.081403528534937e-12,-0.0,-0.0,-0.0,5.704633293523998e-13,-6.848797082844444e-14,-2.753782468441039e-12,-5.197054700652181e-14,-1.0825768838420995,-0.07857843557231455,-0.0,-7.800168323746082e-13,0.018117304055976884,-0.03673111382539882,-0.0962259447095065,-1.7544315265437433e-12,-5.855420830277667e-13,-0.0,-0.0,-0.0,-5.880342870620559e-14,-0.0,-2.2138652402189234e-13,-1.108567144331163e-13,-0.0,-0.0,-0.0,-2.2873429008068298e-12,-4.40482914954108e-12,-0.7545696987076129,5.690655629012053e-14
2006-06-01,-0.07780923980345764,0.27097685750565487,-6.137845334525278e-13,1.1619535872755065e-12,1.800683438620519e-13,0.0,8.802566163497131e-16,0.08770431208336696,-0.030817509115985114,2.2252967968750678e-14,-2.7003201237552067e-12,0.04867262126321255,-0.10565136077696052,-1.5143159621221202e-13,0.0,-1.572035275392014e-13,-1.204358837593629e-12,1.3105133327812567e-12,-0.0,-0.0,0.0,3.9887865607062327e-13,-5.1169173607458486e-14,1.5917817736653406e-12,-1.5063926668557046e-14,0.12736198633436463,0.006404727877498031,-0.0,6.758668575973167e-13,0.02910846851660286,0.49420044055991136,-0.017424698096045774,-3.398414579261488e-14,-3.104831685805595e-13,0.0,-0.0,-0.0,-8.182434547629458e-14,0.0,5.82313645003038e-13,-6.004738698460466e-14,0.0,0.0,-0.0,-7.087541382781726e-14,9.11532178405651e-13,-0.009957664645701636,-1.5151370612244593e-12
2006-07-01,0.16689518102770626,0.2960176232157484,3.3720261405725296e-12,3.5606984504985e-12,-5.66556496541578e-13,-0.0,-1.7864031331802997e-15,0.044921720823187954,-0.3796717123089366,4.450593593750135e-13,2.812833462245007e-12,0.26222374705555757,-0.3959629260423477,8.288887371615817e-14,-0.0,-3.870332461637649e-13,-2.096593264397286e-12,-1.8818790072810436e-12,-0.0,-0.0,-0.0,-8.334112702257715e-13,-2.7395188331377775e-13,-1.49627486724542e-12,1.1963268429279055e-13,-0.28979466455790215,-0.010261338212335554,-0.0,1.2697433095188935e-12,0.05833771906024557,0.404042252079387,-0.10168741724707309,-2.0985210026939693e-12,-3.521587616786212e-13,-0.0,-0.0,-0.0,-1.4137845625109003e-13,0.0,-1.505428363348868e-12,-1.0264510595658916e-13,-0.0,-0.0,0.0,1.9973980260566682e-13,-3.2749659104394646e-12,0.08629976026274751,-5.690655629012054e-13
2006-08-01,0.2480874312574012,-0.32284701504799146,1.7049570373681329e-12,1.6976338851381125e-12,5.47524882962662e-13,0.0,7.715190343300426e-15,0.7219562275155207,0.5165014527839106,1.7389104969866598e-12,7.250859591564906e-13,0.14054219389752623,0.35462108921658053,7.539699474565926e-13,0.0,1.1261656212603611e-13,3.909437064440052e-13,-1.1790085346820994e-12,-0.0,-0.0,0.0,6.952521826482372e-13,-7.636015138343804e-14,9.152745198575708e-13,4.180239650524581e-14,0.13289946400107613,0.021280224883299906,-0.0,-6.847306852379372e-13,0.02753830216508486,0.3806679069177695,-0.02964799377536146,1.2574133943267506e-12,1.2586029115614628e-12,0.0,0.0,0.0,5.780251928141911e-14,0.0,-1.6905880016217234e-13,8.211608476527133e-14,0.0,0.0,0.0,2.409764070145787e-12,-3.2804241869568637e-12,0.04646910167994096,2.8737810926510872e-12
2006-09-01,0.05751117724603391,-0.10642325426789746,-9.850862882571435e-14,-2.516909634810334e-12,7.436968998530275e-13,0.0,2.8478890528961304e-15,0.18610427198177867,1.1192919310925793,-5.785771671875175e-13,-4.3130113087756767e-13,0.14175900942910655,0.22600204131419382,6.312306536845891e-13,0.0,4.0909689915172296e-14,-1.119233998287273e-12,7.708901957536804e-14,-0.0,0.0,0.0,7.44276375014459e-13,2.865473722017675e-13,3.478043175458769e-12,5.372800511785347e-14,-1.4452816710117031,-0.011294358837738461,-0.0,-7.800168323746082e-13,-0.025485007705407483,0.6110721663679985,0.0642373198466165,9.260679728487556e-13,4.3030049873748684e-13,0.0,0.0,0.0,4.929478917073404e-14,0.0,5.353528671802124e-13,6.928544652069769e-14,0.0,0.0,0.0,1.3144167655340655e-12,-1.5283174248717502e-13,1.0389163447015375,2.0842026241256647e-12
2006-10-01,0.2187680075633447,-0.5222788276676649,3.182586469753848e-13,2.138782365730847e-12,1.86070621990787e-12,0.0,1.628474740246969e-14,0.344399859644441,0.9910910931700811,-1.3542520506696839e-12,2.4127860365034945e-12,0.10829658231064791,0.5300942188548367,9.580040981425202e-13,0.0,1.875410503976438e-13,1.8349132028258955e-12,5.010786272398923e-12,0.0,0.0,0.0,8.668368559300137e-13,2.5348421387079434e-13,1.3689323253521928e-12,1.0544748667989934e-14,0.5519019407822469,0.06838596540167252,0.0,1.0946827136166378e-12,0.0647391664933574,0.8665203670628177,-0.017944838337718778,2.0220566746605854e-12,4.917719985571278e-13,0.0,-0.0,0.0,1.2136026775536045e-13,0.0,8.50660946847756e-13,2.566127648914729e-13,0.0,0.0,0.0,5.541168717447531e-13,3.6242956075530073e-12,0.7014621539305375,1.984616150617954e-12
2006-11-01,0.01917039241534464,-0.029512331015467366,-3.561465811391211e-13,1.3431395703760937e-12,1.4054114642891858e-13,0.0,4.582512385114682e-15,0.04813041516770138,0.5238976549717469,9.886675768973515e-13,1.2251452413333807e-12,-0.03407083488424879,0.2599942182598246,6.296366368823553e-13,0.0,2.1420129775809316e-13,2.408717675187258e-12,4.004094369708822e-12,-0.0,0.0,0.0,2.2729398278884678e-13,3.479503805307177e-13,3.947618798690044e-12,5.058968706190409e-14,0.41531082500336297,0.060121800398449256,0.0,1.9190186841943485e-12,0.03695930027419284,0.10518455322727843,0.10688881966380318,8.411076083672183e-13,7.939200485180751e-13,0.0,0.0,0.0,5.755229192522248e-14,0.0,2.938402955199662e-13,1.1136993996289924e-13,-0.0,0.0,-0.0,1.5657023236508723e-12,1.8394391863634995e-12,0.17591874207406225,7.611251903803622e-13
2006-12-01,0.04736214596732204,0.23162708281836505,1.8413536003575836e-12,1.1855865415929741e-12,-1.8885216551385933e-13,0.0,4.737851787999926e-15,0.13583472725106835,0.018490505469591068,9.187296775669921e-13,1.6814493363197929e-12,-0.037721281478989725,0.0973829934118071,2.5663670515964355e-13,-0.0,1.0250405450655531e-13,-7.188319763647837e-13,-1.2243550167852572e-12,0.0,0.0,-0.0,3.43169346563553e-13,2.2829323609481475e-14,-1.1938363302490054e-12,1.669585205765073e-14,-0.32209661761371927,-0.017217010423381803,-0.0,-3.7006480399590783e-13,0.00881708797390875,0.7229351039271676,0.01664448773353626,5.862265149226067e-13,-6.563905912944715e-14,-0.0,-0.0,0.0,1.8767051714746463e-14,0.0,-3.045741875937549e-13,-1.950257013175194e-14,0.0,0.0,0.0,2.23579714529569e-12,1.2663201520365929e-12,0.3274965261252982,3.1512005545654243e-12
2007-01-01,0.05976651753019211,0.28707449260500073,1.2503018274032974e-12,5.081085178255604e-13,2.2252348184578775e-13,0.0,-2.796109251934383e-15,0.21391295630089502,0.37104280975646076,3.210785378348312e-13,3.5004149752382305e-12,0.1946904850528502,0.343596599396376,-1.195512601675358e-13,0.0,2.2431380537757394e-13,3.5941598818239185e-13,4.493836376422925e-12,-0.0,0.0,0.0,1.361535524352798e-12,3.09376695811249e-13,3.907824254348411e-12,6.803873545298266e-14,-0.11813285688984547,0.0764435262798152,0.0,-3.124499243318743e-13,0.00615988337903214,0.5008788248918021,0.18855083760646543,9.940362644339854e-13,8.126740654122028e-14,0.0,0.0,0.0,1.7766142289959984e-14,0.0,5.82313645003038e-13,2.052902119131783e-13,0.0,0.0,-0.0,-5.541168717447531e-13,6.200602123765386e-12,0.44588209469086215,-1.2875108360639772e-12
2007-02-01,0.02368107298366102,-0.30406644076542133,-2.000482923845276e-12,-1.3825278275718735e-12,3.9234403378073104e-13,-0.0,1.5533940288524346e-16,-0.15508689331814887,0.1935339572483865,9.409826455357428e-13,-1.8002134158368044e-12,-0.19834093164759112,0.19384727933859713,2.5823072196187735e-13,0.0,9.514950351056927e-14,-1.0750951927210144e-12,1.2062164239439941e-12,-0.0,0.0,-0.0,2.0278188660573584e-13,-1.2831654304639588e-13,-1.074452697224105e-12,9.163888723372205e-15,0.07752468733396108,0.06680200044272139,0.0,-4.875105202341301e-13,0.05000375919449619,-0.4624781149834306,-0.022626100512775853,-1.2319252849822895e-13,-3.7299655822765203e-13,-0.0,0.0,-0.0,3.4281147798936876e-14,0.0,-9.257981913642771e-14,1.5396765893488374e-15,-0.0,-0.0,-0.0,1.159779499000646e-13,1.0807387504450234e-12,-0.6981429323819702,-2.0842026241256647e-12
2007-03-01,0.31123695921383054,0.4140669472776179,1.87924153452132e-12,1.922146951154058e-12,5.855881101204941e-14,-0.0,-5.203869996655656e-15,-0.09626083033540277,0.08628902552475831,-2.3206666595982845e-13,2.8753408725171185e-13,-0.023727902865816115,0.19017244939852893,4.0009821736068646e-13,-0.0,-1.889200287093912e-13,-1.3998306908156318e-12,2.861363020709249e-12,-0.0,0.0,-0.0,5.570930950707029e-13,4.565864721896295e-14,1.4326035962988065e-13,8.787290556658279e-16,-0.5112937712263624,0.03532930538877946,0.0,1.3207103184524615e-12,0.052298617708253274,0.38734629124966025,-0.02132574990859333,1.3168856494638267e-13,1.3232000808634585e-13,0.0,-0.0,0.0,2.527296297585857e-14,0.0,-1.744257461990667e-14,1.4062379516052715e-13,0.0,0.0,-0.0,3.2860419138351637e-13,8.023666480576688e-13,0.06306520942277702,1.0883378890485552e-12
2007-04-01,0.36310978574946906,0.4686200440031788,3.67512961388242e-12,1.0949935500426804e-12,1.3775960290584624e-12,0.0,5.385099300021774e-15,0.38504332134161107,0.19476665761302592,1.0109205448661021e-12,2.4440397416395507e-12,0.4721244262531617,0.1681234697581198,5.339956287483267e-13,0.0,1.6961433234492785e-13,1.3493863415970503e-12,1.514572502245466e-12,0.0,0.0,0.0,1.299141097704879e-12,5.345210596840663e-13,3.024385369964147e-12,-4.770243445043066e-15,-0.07106429672279767,0.0521331075620001,0.0,1.0924667567064824e-12,0.04758811865369928,0.2905097184372452,0.08946412156775739,1.8988641461623564e-12,5.199030238983195e-13,0.0,0.0,0.0,1.2586436016689962e-13,0.0,4.038626892763006e-13,7.236479969939535e-14,0.0,0.0,0.0,2.4613098256569264e-12,1.7138988264633198e-12,0.6771211959077112,2.112655902270725e-12
2007-05-01,0.04285146539900566,0.43821339992663666,2.583957109966815e-12,1.0319723385294328e-12,-4.538307853433829e-14,0.0,1.6983774715453286e-14,-0.09839995989841172,0.6101866804965053,7.375269383928795e-13,6.813307719660128e-13,0.06509963093954678,0.4621098649635752,2.662008059730464e-13,0.0,2.6338485754374977e-13,2.613647843887744e-12,4.770449917252187e-12,0.0,0.0,0.0,8.86892207352559e-13,5.368827138505644e-13,2.1648232121848635e-12,3.8287480282582497e-14,-0.3165591399470078,0.06446048702514147,0.0,1.5467379232882856e-12,0.014493843244781507,1.2204747366530244,0.15786256334775797,2.650763371823961e-12,6.626419302591808e-13,0.0,0.0,0.0,1.0334389810920385e-13,0.0,6.507422069734411e-13,1.5140153128596902e-13,0.0,0.0,0.0,2.2873429008068298e-12,2.805554129943141e-12,0.4204347294851802,1.5293637002969893e-12
2007-06-01,-0.12066070520246332,0.030406644076542137,-1.5609828875459351e-12,-2.3632954317467925e-14,-7.246652862741115e-13,-0.0,-8.155318651475282e-15,-0.3369129061739096,-0.06533311932588845,-2.765726018973298e-13,-8.938559668911911e-13,-0.24579673737922336,0.17731054460829027,-7.651280650722292e-13,-0.0,-1.1399554043778349e-13,-2.323592835880902e-12,-1.5871268736105185e-12,0.0,0.0,-0.0,1.145383403465365e-12,-1.2280601665790037e-13,-2.3717548427613572e-12,-3.7283218504678694e-14,-0.27225931861331576,0.017148142381688276,-0.0,2.5040313084753045e-13,-0.05833771906024557,-0.30052729493508124,0.05045360344228179,-6.07466606042991e-13,1.6253481308244056e-13,-0.0,0.0,0.0,-2.1019097920516038e-14,-0.0,-2.97865505047637e-13,-8.776156559288372e-14,-0.0,-0.0,-0.0,-2.0167276843733456e-12,-3.684336649244398e-12,-0.42817957976517035,8.962782615693985e-13
